ID,都道府県,城名,読み方,種類,所在地,築城年代,城主・築城者,別名,備考
164,宮城県,湯原館,ゆはらだて,,宮城県刈田郡七ヶ宿町字町裏,,横尾氏、石川氏,湯原城、湯ノ原館,遺構: 曲輪、土塁、横堀（空堀）、移築門
165,宮城県,白石城,しろいしじょう,,宮城県白石市益岡町,,白石氏、蒲生氏、上杉氏、片倉氏,益岡城、枡岡城,遺構: 曲輪、石垣、移築門、移築蔵
166,宮城県,石巻城,いしのまきじょう,,宮城県石巻市日和ヶ丘2,,葛西氏,日和山城,遺構: 曲輪
167,宮城県,船岡城,ふなおかじょう,,宮城県柴田郡柴田町船岡館山,,芝田氏、屋代氏、原田氏、柴田氏,舟岡（船岡）要害、芝田（柴田）城、四保館、四保城,遺構: 曲輪、土塁、横堀（空堀）
168,宮城県,花山館,かさんだて,,宮城県栗原市花山字本沢渕牛,,安倍（厨川）氏、佐藤氏,花山城、華山城、淵牛（淵及）館,遺構: 曲輪、腰曲輪、土塁、堀切
169,宮城県,花淵城,はなぶちじょう,,宮城県宮城郡七ヶ浜町花淵浜字古館,,花渕氏,花淵館、花渕城,遺構: 曲輪、横堀（空堀）
170,宮城県,若林城,わかばやしじょう,,宮城県仙台市若林区古城2,,伊達政宗,小泉古城,遺構: 曲輪、土塁、横堀（空堀）、門（移築）
171,宮城県,西館,にしだて,,宮城県仙台市青葉区下愛子字館,,山岸氏、茂庭氏、五郎八姫,御西館,遺構: 曲輪、土塁、横堀（空堀）
172,宮城県,角田城,かくだじょう,,宮城県角田市角田字牛舘1,,田手氏、伊達氏、石川氏,角田要害、金鶏館、金鶏ヶ館、臥牛城,遺構: 曲輪、横堀、移築門
173,宮城県,赤岩城,あかいわじょう,,宮城県気仙沼市字松川,,熊谷氏,赤岩館、熊谷本城,遺構: 曲輪、堀切、切岸
174,宮城県,遠倉館,とおのくらだて,,宮城県伊具郡丸森町大張川張遠ノ倉,,不明,－,遺構: 曲輪、土塁、横堀（空堀）
175,宮城県,遠藤館,えんどうだて,,宮城県仙台市宮城野区中野字沼向,,遠藤氏,（沼向遺跡）,遺構: 消滅
176,宮城県,遠野城,とおのじょう,,宮城県気仙沼市本吉町馬籠町頭,,馬籠千葉氏,遠野館、馬籠塁,遺構: 曲輪、土塁、横堀（空堀）、土橋
177,宮城県,郷六城,ごうろくじょう,,宮城県仙台市青葉区郷六宮8-3,,郷六氏（伊達氏家臣）,郷六館、郷六御殿,遺構: 曲輪、土塁、横堀（空堀）、横堀（水堀）
178,宮城県,金山城,かねやまじょう,,宮城県伊具郡丸森町金山字黒森,,井戸川氏（相馬氏家臣）、中島氏（伊達氏家臣）,金山要害,遺構: 曲輪、石垣、土塁、横堀（空堀）
179,宮城県,長命館,ちょうめいだて,,宮城県仙台市泉区加茂2,,長命氏,－,遺構: 曲輪、土塁、横堀（空堀）
180,宮城県,高清水城,たかしみずじょう,,宮城県栗原市高清水東館他,,木村氏、亘理氏、石母田氏,高泉城、鬼ヶ城、高清水要害,遺構: 曲輪、土塁、横堀跡
181,宮城県,高舘城,たかだてじょう,,宮城県名取市高舘吉田字西真坂,,藤原氏、伊達氏、福田氏（伊達氏家臣）,高舘、高舘城、羽黒城、名取要害,遺構: 曲輪、土塁、横堀（空堀）
182,宮城県,鶴丸城,つるまるじょう,,宮城県栗原市栗駒岩ケ崎裏山,,富沢氏、伊達氏、石母田氏、田村氏、古内氏、茂庭氏、中村氏,鶴丸館、鶴舞城、岩ヶ崎要害、岩ケ崎館、岩ヶ崎城,遺構: 曲輪、土塁、堀切、井戸跡、土橋
183,秋田県,久保田城,くぼたじょう,,秋田県秋田市千秋公園1-39,,佐竹氏,窪田城、矢留城、葛根城、秋田城,遺構: 曲輪、土塁、横堀（水堀）、門、番所
184,秋田県,亀田城,かめだじょう,,秋田県由利本荘市岩城下蛇田字高城4,,岩城氏,天鷺城、（亀田陣屋）,遺構: 曲輪、土塁、横堀（空堀）
185,秋田県,五城目城,ごじょうめじょう,,秋田県南秋田郡五城目町字兎品沢62-2,,藤原秀盛、五十目氏,砂沢城,遺構: 曲輪、帯曲輪
186,秋田県,八森城,はちもりじょう,,秋田県由利本荘市矢島町城内,,大井氏（矢島氏）、楯岡満広（最上氏家臣）、打越氏、生駒氏（陣屋）,八森館、矢島城、（八森陣屋）、（矢島陣屋）,遺構: 曲輪、土塁、横堀（空堀）、横堀（水堀）
187,秋田県,六郷城,ろくごうじょう,,秋田県仙北郡美郷町六郷字古館104-1他,,六郷氏、佐竹義重,－,遺構: 曲輪、横堀（空堀）
188,秋田県,十狐城,とっこじょう,,秋田県大館市比内町独鈷字館間,,浅利氏,独鈷城,遺構: 曲輪、横堀（空堀）
189,秋田県,吉田城,よしだじょう,,秋田県横手市平鹿町上吉田間内字吉田51-1他,,小野寺氏、茂木監物（佐竹氏家臣）,西法寺館,遺構: 曲輪、土塁、横堀（空堀）
190,秋田県,唐松城,からまつじょう,,秋田県大仙市協和境字唐松岳,,安東氏,－,遺構: 曲輪、腰曲輪、堀切、畝状竪堀、土塁
191,秋田県,四十二館,しじゅうにだて,,秋田県大仙市藤木字乙糠塚1他,,清原氏？,－,遺構: 曲輪、横堀（水堀）、掘立柱建物跡、井戸跡
192,秋田県,塩越城,しおこしじょう,,秋田県にかほ市象潟町字二の丸他,,池田氏、仁賀保氏,八十島城,遺構: 曲輪、石垣、土塁
193,秋田県,大森城,おおもりじょう,,秋田県横手市大森町大森（大森公園）,,小野寺氏,岩渕城、岩淵城,遺構: 曲輪、帯曲輪
194,秋田県,大湯館,おおゆだて,,秋田県鹿角市十和田大湯,,大湯氏、赤尾氏、北氏,和町館、新城,遺構: 曲輪、土塁、横堀（空堀）
195,秋田県,大館城,おおだてじょう,,秋田県大館市中城,,浅利氏、北氏（南部氏家臣）、秋田氏、小場氏（佐竹氏家臣）,桂城,遺構: 曲輪、石垣、土塁、横堀（水堀）
196,秋田県,大鳥井柵,おおとりいさく,,秋田県横手市大鳥町、新坂町,,清原氏,（大鳥井山遺跡）、大鳥柵、関根柵,遺構: 土塁、横堀（空堀）
197,秋田県,太平城,たいへいじょう,,秋田県秋田市太平目長崎,,永井氏,舞鶴館、オエダラ城,遺構: 曲輪、横堀（空堀）、腰曲輪、堀切
198,秋田県,小友館,おともだて,,秋田県秋田市下新城小友字箒田,,安倍氏、新庄氏、安東氏,阿彦館,遺構: 曲輪、帯曲輪、腰曲輪、横堀（空堀）、土塁
199,秋田県,小野城,おのじょう,,秋田県湯沢市泉沢,,姉崎氏、町田氏（小野寺氏家臣）,－,遺構: 曲輪、堀切、横堀（空堀）、畝状堅堀群、虎口
200,秋田県,山根館,やまねだて,,秋田県にかほ市小国字古館1-2他,,仁賀保氏,山根城、院内館、仁賀保館,遺構: 曲輪、土塁、横堀（空堀）、井戸
201,秋田県,岩崎城,いわさきじょう,,秋田県湯沢市岩崎（千年公園）,,岩崎氏、原田氏（最上氏家臣）,一名建ヶ城、（岩崎陣屋）,遺構: 曲輪、櫓台、土塁、横堀、井戸跡
202,秋田県,川口館,かわぐちだて,,秋田県大館市川口字長里（河口八幡神社）,,佐藤氏（浅利氏家臣）,－,遺構: 曲輪、横堀（空堀）
203,秋田県,戸沢城,とざわじょう,,秋田県仙北市西木町上檜木内下戸沢,,戸沢氏,－,遺構: 曲輪、横堀（空堀）
204,秋田県,戸沢氏城館,とざわしじょうかん,,秋田県仙北市西木町小山田他（地図は門屋城を示す）,,戸沢氏［すべて］、門屋氏［門屋城］、小保田氏［古堀田城］,戸沢氏城館［門屋城・古堀田城］,遺構: 曲輪、横堀（空堀）［すべて］、土塁、井戸［門屋城］、竪堀［古堀田城］
205,秋田県,払田柵,ほったのさく,,秋田県大仙市仙北町払田,,不明,－,遺構: 石垣、土塁、横堀（空堀）
206,秋田県,明利又城,あかりまたじょう,,秋田県北秋田市七日市字明利又,,浅利氏,－,遺構: 曲輪、横堀（空堀）、竪堀
207,秋田県,本堂城,ほんどうじょう,,秋田県仙北郡美郷町本堂城回,,本堂氏,－,遺構: 曲輪、土塁、横堀（水堀）
208,秋田県,本荘城,ほんじょうじょう,,秋田県由利本荘市尾崎（本荘公園）,,楯岡氏、本多正純、六郷氏,鶴舞城、尾崎城,遺構: 曲輪、土塁、横堀（水堀）
209,秋田県,染川城,そめかわじょう,,秋田県男鹿市北浦相川字神田,,安東氏,三品館,遺構: 曲輪、土塁、堀切、横堀（空堀）
210,秋田県,楢岡城,ならおかじょう,,秋田県大仙市南外揚土,,佐原氏、楢岡（小笠原）氏,揚土城,遺構: 曲輪、腰曲輪、堀切、横堀（空堀）、土塁、虎口
211,秋田県,横手城,よこてじょう,,秋田県横手市城山町,,小野寺氏、伊達氏・須田氏・戸村氏（佐竹氏家臣）,朝倉城、阿櫻城、韮城、龍ヶ崎城,遺構: 曲輪、土塁
212,秋田県,檜山安東氏城館,ひやまあんどうしじょうかん,,秋田県能代市檜山他（地図は檜山城を示す）,,安東氏［すべて］、小場義成・多賀谷氏（佐竹氏家臣）［檜山城］,檜山安東氏城館［檜山城（霧山城、堀ノ内城）・大館・茶臼館］,遺構: 曲輪、土塁、横堀（空堀）、堀切［すべて］
213,秋田県,浦城,うらじょう,,秋田県南秋田郡八郎潟町浦大町字里ヶ久38他,,三浦氏,浦村城,遺構: 曲輪、帯曲輪、堀切
214,秋田県,湊城,みなとじょう,,秋田県秋田市土崎港中央3,,安東氏、佐竹氏,－,遺構: 曲輪、横堀（水堀）
215,秋田県,湯沢城,ゆざわじょう,,秋田県湯沢市古館山,,小野寺氏、楯岡満茂（最上氏家臣）,－,遺構: 曲輪、土塁、堀切、櫓台
216,秋田県,滝沢城,たきざわじょう,,秋田県由利本荘市前郷,,滝沢氏,－,遺構: 曲輪、土塁、横堀（水堀）
217,秋田県,玉米館,とうまいだて,,秋田県由利本荘市東由利舘合舘野（八塩小学校）,,玉米氏,米本館、元館,遺構: 曲輪、土塁
218,秋田県,白岩城,しらいわじょう,,秋田県仙北市角館町白岩,,白岩氏,－,遺構: 曲輪、腰曲輪、堀切
219,秋田県,白根館,しらねだて,,秋田県秋田市雄和平沢字水沢125他,,白根氏（安東氏家臣）,清水館、清水城,遺構: 曲輪、横堀（空堀）、井戸跡、土橋、堀切
220,秋田県,白華城,はっかじょう,,秋田県秋田市豊岩豊巻字杉ノ下他,,安東氏,－,遺構: 曲輪、堀切、横堀（空堀）
221,秋田県,石鳥谷館,いしどりやたて,,秋田県鹿角市八幡平石鳥谷（渡部家住宅）,,石鳥谷氏,石鳥屋館,遺構: 曲輪、横堀（空堀）
222,秋田県,秋田城,あきたのき／あきたじょう,,秋田県秋田市寺内大畑,,秋田城介（鎮秋田城国司）,－,遺構: 築地、土塁、建物跡、住居跡
223,秋田県,稲庭城,いなにわじょう,,秋田県湯沢市稲庭町字古舘前平50,,小野寺氏,鶴ヶ城、舞鶴城,遺構: 曲輪、土塁、堀切
224,秋田県,脇本城,わきもとじょう,,秋田県男鹿市脇本脇本七沢他,,安東氏、脇本氏,生鼻城、太平城,遺構: 曲輪、土塁、横堀（空堀）、井戸跡
225,秋田県,蝦夷館,えぞだて,,秋田県山本郡八峰町峰浜目名潟字竹長根,,安倍氏,河北館,遺構: 曲輪、横堀（空堀）
226,秋田県,西馬音内城,にしもないじょう,,秋田県雄勝郡羽後町西馬音内堀回,,小野寺氏,川名池城,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、井戸
227,秋田県,角館城,かくのだてじょう,,秋田県仙北市角館町古城山,,戸沢氏、蘆名義広、佐竹氏,古城山城、小松山城,遺構: 曲輪、横堀（空堀）
228,秋田県,豊島城,としまじょう,,秋田県秋田市河辺戸島字戸島館他,,黒川氏、豊島氏,豊島館、戸島館、（桑木城）,遺構: 曲輪、土塁、堀切、竪堀
229,秋田県,赤館,あかだて,,秋田県由利本荘市鳥海町上笹子色田字赤館,,金子阿部氏,－,遺構: 曲輪、土塁、堀切、竪堀
230,秋田県,金山館,かなやまだて,,秋田県能代市向能代字平影野,,不明,－,遺構: 消滅？
231,秋田県,金沢柵,かねざわさく,,秋田県横手市金沢中野字安本館,,清原氏、東将監（佐竹氏家臣）,金沢城,遺構: 曲輪、土塁、堀切、横堀（空堀）
232,秋田県,館平城,たてひらじょう,,秋田県能代市二ツ井町荷上場字町館,,浅利氏、額田氏（浅利氏家臣）,館平山城、町館,遺構: 曲輪、横堀（空堀）
233,山形県,上山城,かみのやまじょう,,山形県上山市元城内3-7（月岡公園）,,上山氏、小簗川氏（伊達氏家臣）、武衛氏、里見民部（最上氏家臣）、能見松平氏、蒲生氏、土岐氏、金森氏、藤井松平氏,月岡城,遺構: 曲輪、石垣、土塁、横堀（空堀）
234,山形県,上野館,うわのたて,,山形県山形市蔵王上野,,不明,－,遺構: 曲輪、腰曲輪、土塁、横堀（空堀）、堀切
235,山形県,中堀館,なかぼりたて,,山形県天童市川原子字中堀,,滝口氏、浅岡氏,川原子館,遺構: 曲輪、横堀（空堀）
236,山形県,中山城,なかやまじょう,,山形県上山市中山,,中山氏、蒲生郷可、横田氏,－,遺構: 曲輪、土塁、井戸、石垣（天守台）
237,山形県,中里館,なかざとだて,,山形県山形市中里字二本堂,,安食氏,二本堂館,遺構: 曲輪、帯曲輪、腰曲輪、土塁、堀切
238,山形県,中野城,なかのじょう,,山形県山形市中野,,中野氏,中野館,遺構: 横堀（空堀）
239,山形県,亀ヶ崎城,かめがさきじょう,,山形県酒田市亀ヶ崎1-3-60（酒田東高校）,,東禅寺氏（大宝寺氏家臣）、本庄繁長・甘粕景継・志田義秀（上杉氏家臣）、志村光安（最上氏家臣）、酒井氏,酒田城、東禅寺城,遺構: 曲輪、土塁、移築搦手門（円通寺）
240,山形県,出羽丸岡城,でわまるおかじょう,,山形県鶴岡市丸岡字町ノ内68他,,押切氏、丸岡氏、武藤氏、上杉氏、最上氏、酒井氏,丸岡城,遺構: 土塁、堀
241,山形県,北目館,きためたて,,山形県飽海郡遊佐町北目楯ノ内,,菅原氏,北目楯,遺構: 曲輪、土塁、横堀（空堀）
242,山形県,城輪柵,きのわさく,,山形県酒田市城輪,,大和朝廷,－,遺構: 掘立柱建物跡、礎石建物跡
243,山形県,大網館,おおあみだて,,山形県鶴岡市大網字興屋,,渡野辺氏,楯山,遺構: 曲輪、土塁、堀切、横堀（空堀）、帯曲輪
244,山形県,天童城,てんどうじょう,,山形県天童市天童（天童公園）,,天童氏,舞鶴山城、舞鶴城、天童古城,遺構: 曲輪、土塁、横堀（空堀）、井戸
245,山形県,富並城,とみなみじょう,,山形県村山市富並1,,富並氏,富並楯、鬼甲城,遺構: 曲輪、腰曲輪、横堀（空堀）
246,山形県,寒河江城,さがえじょう,,山形県寒河江市丸内1,,大江氏,－,遺構: 横堀（水堀）
247,山形県,寺津城,てらづじょう,,山形県天童市寺津,,寺津氏,寺津館,遺構: 横堀（空堀）跡
248,山形県,小国城,おぐにじょう,,山形県鶴岡市小国甲,,小国氏,－,遺構: 曲輪、土塁、横堀（空堀）、虎口
249,山形県,小国城,おぐにじょう,,山形県最上郡最上町本城,,蔵増（小国）氏,－,遺構: 曲輪、土塁、横堀（空堀）
